Distance,LG,LL,LLG,LLL,None,Bus,Ia,Ib,Ic,Va,Vb,Vc
50,0,0,0,1,0,2,106.09,106.09,106.09,7300.3,7300.1,7300.2
15,0,0,0,1,0,1,1051.7,1051.7,1051.7,35425,35424,35426
25,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
15,0,0,0,0,1,2,67.551,67.551,67.551,7707,7707,7707
45,1,0,0,0,0,2,166.77,67.102,66.508,6674.7,7680.1,7763.6
10,1,0,0,0,0,1,943.52,718.05,728.02,35772,36393,36336
35,0,0,0,0,1,2,67.55,67.55,67.55,7707,7707,7707
50,1,0,0,0,0,3,341.51,695.03,708.24,3614.1,6103,6283.2
90,0,0,1,0,0,2,68.751,80.905,80.031,7696.3,7575.6,7581.6
20,0,0,1,0,0,3,705.2,408.18,290.5,6238.5,4194.9,3264.8
40,1,0,0,0,0,2,259.05,69.441,63.619,6496.2,7592.6,7809.2
20,0,0,0,1,0,1,2807,2807,2807,25304,25301,25306
85,0,0,1,0,0,2,69.201,152.51,152.32,7688.7,7005.8,7167.4
35,0,0,1,0,0,1,724.73,1117.1,1222.7,36355,34765,34149
60,0,0,0,1,0,1,800.7,800.7,800.7,36016,36016,36014
15,1,0,0,0,0,3,239.05,695,712.51,2738.8,6080.2,6334.8
25,1,0,0,0,0,3,637.85,701.33,702.83,5740.2,6162.7,6174
80,0,0,1,0,0,1,731.43,890.15,897.06,36318,35486,35426
25,1,0,0,0,0,1,895.12,720.92,726.67,35763,36375,36347
75,0,0,0,1,0,1,857.21,857.23,857.22,35686,35684,35688
70,0,0,0,0,1,1,723.37,723.37,723.37,36364,36364,36364
35,1,0,0,0,0,1,864.18,722.34,726.16,35817,36371,36348
70,1,0,0,0,0,3,633.08,697.64,704.5,5747.3,6143.4,6190.2
45,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
55,0,0,0,1,0,1,1283.1,1283.1,1283.1,33403,33404,33399
55,0,1,0,0,0,2,67.552,249.72,212.67,7707.1,5948.1,7625.1
75,0,1,0,0,0,1,723.43,962.45,914.38,36365,35168,35341
20,0,0,0,0,1,2,67.551,67.551,67.551,7707,7707,7707
65,0,0,0,1,0,2,187.13,187.13,187.13,6597.6,6597.6,6597.6
15,0,0,0,1,0,1,3325.9,3325.9,3325.9,22555,22554,22555
15,1,0,0,0,0,2,399.9,69.903,57.661,4422.7,7566,7963.4
55,0,0,0,1,0,1,1341,1341,1341,33077,33078,33072
75,1,0,0,0,0,1,791.6,724.9,726.48,36026,36357,36347
40,0,0,0,1,0,2,112.84,112.84,112.84,7231.3,7230.9,7231.2
70,0,0,0,0,1,1,723.37,723.37,723.37,36364,36364,36364
55,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
30,0,1,0,0,0,2,67.552,174.1,183.64,7707,6743.1,6603.2
85,0,0,0,1,0,1,924.24,924.25,924.25,35282,35280,35281
80,0,0,0,1,0,1,784.37,784.36,784.36,36057,36057,36056
30,0,0,1,0,0,3,701.77,118.31,206.83,6201.2,2105.4,1381.9
40,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
80,0,1,0,0,0,3,701.03,719.08,609.87,6149.4,6393.1,5550.7
75,0,0,0,1,0,2,99.931,99.931,99.931,7372.6,7372.6,7372.6
75,0,0,0,1,0,2,84.756,84.756,84.756,7527.5,7527.5,7527.5
80,0,1,0,0,0,3,701.03,548.24,222.69,6149.4,5322.1,2429.1
15,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
65,1,0,0,0,0,2,133.6,66.788,68.523,7040.7,7694.3,7725
45,0,1,0,0,0,3,701.03,317.51,383.75,6149.4,3581.1,2813.4
55,0,0,1,0,0,2,66.67,192.09,211.58,7708.7,6511.4,6442.4
65,0,0,1,0,0,1,727.24,1140,1096.9,36337,34127,34413
80,0,0,0,0,1,2,67.548,67.548,67.548,7707,7707,7707
15,0,0,0,1,0,3,609.75,609.75,609.75,5563,5563,5563
15,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
20,0,1,0,0,0,3,701.02,558.23,341.81,6149.4,5364.8,3416.5
70,0,0,1,0,0,2,68.018,102.05,105.2,7707.7,7357.1,7304
10,0,1,0,0,0,2,67.554,135.28,156.9,7706.9,7210.2,6778.3
70,1,0,0,0,0,1,986.07,714.88,738.32,34946,36394,36290
25,1,0,0,0,0,1,843.63,721.59,725.92,35948,36372,36351
35,0,0,0,1,0,1,860.31,860.32,860.32,35852,35853,35851
15,0,0,0,0,1,2,67.551,67.551,67.551,7707,7707,7707
75,0,0,1,0,0,3,700.94,679.97,673.06,6165.4,6052.6,6013.1
50,0,0,1,0,0,1,726.68,1186.9,1266.7,36343,34105,33510
80,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
15,0,0,0,0,1,2,67.551,67.551,67.551,7707,7707,7707
20,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
35,0,0,0,1,0,3,532.64,532.64,532.64,5115.4,5115.4,5115.4
30,0,0,1,0,0,3,703.34,302.39,125.35,6222.5,3463.5,1952.6
45,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
10,0,0,0,1,0,3,206.9,206.9,206.9,2706.7,2706.7,2706.7
50,1,0,0,0,0,2,106.13,67.215,67.445,7290.3,7702.4,7726.4
90,1,0,0,0,0,2,145.06,59.466,78.641,7396.7,7771.7,7612
90,0,0,0,1,0,1,790.75,790.76,790.75,36003,36003,36003
30,0,0,1,0,0,2,65.67,138.21,149.31,7745.1,6984.6,6819.3
55,0,0,1,0,0,3,702.47,636.48,612.41,6195.3,5787.6,5633.9
70,1,0,0,0,0,2,126.1,66.712,69.041,7120.7,7698.3,7715.7
35,1,0,0,0,0,1,1438.5,714.47,731.85,32745,36414,36312
30,1,0,0,0,0,3,248.83,694.68,711.02,2834.8,6079.6,6322
65,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
60,0,1,0,0,0,3,701.03,699.15,467.96,6149.4,6353.5,4546.7
20,0,0,1,0,0,3,703.7,615.65,601.61,6197.7,5602.5,5502
50,0,0,0,1,0,2,227.25,227.25,227.25,6170,6169.8,6169.9
55,0,0,0,1,0,3,656.62,656.62,656.62,5929.4,5929.4,5929.4
60,0,0,1,0,0,3,696.36,158.05,178.15,6162.6,2397.9,1396.2
10,0,1,0,0,0,1,723.37,846.19,1139.9,36364,36817,34508
60,0,0,1,0,0,3,701.27,581.4,508.04,6204,5445,4925.4
80,0,1,0,0,0,1,723.34,972.99,860.49,36366,35041,35667
50,0,0,1,0,0,1,727.55,984.55,1051,36340,35194,34792
85,1,0,0,0,0,3,210.21,683.89,689.55,2435.6,5954,6186.1
10,0,0,1,0,0,3,705.68,271.78,167.95,6246.7,3174.5,2231.3
80,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
75,0,0,1,0,0,3,700.74,671.98,661.39,6169.1,6010,5946.9
65,0,0,0,1,0,3,17.204,17.204,17.204,1253.3,1253.3,1253.3
20,1,0,0,0,0,3,243.28,694.95,712.03,2778.1,6080.5,6330.3
75,0,0,1,0,0,2,68.098,151.79,159.72,7698.6,6929.4,6934.7
75,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
55,0,0,1,0,0,2,67.323,100.84,104.42,7717.2,7363.4,7303
30,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
75,1,0,0,0,0,3,562.48,693.11,706.22,5264.7,6111.4,6222.6
70,0,1,0,0,0,3,701.03,333.21,368.08,6149.4,3698.1,2711
60,0,1,0,0,0,2,67.551,102.45,105.88,7707.1,7349.3,7342.8
55,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
30,0,0,0,1,0,3,44.187,44.187,44.187,1094.5,1094.5,1094.5
15,0,0,1,0,0,3,702.49,654.99,651.46,6174.7,5850.3,5823.6
25,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
15,0,0,1,0,0,1,699.71,3127.6,3129,36484,23781,23911
20,1,0,0,0,0,1,1375.2,713.52,731.05,33872,36411,36322
70,1,0,0,0,0,3,548.45,694.59,706.08,5162.8,6122.7,6223.6
85,0,1,0,0,0,2,67.549,182.71,142.58,7707,6672.5,7827.5
30,0,0,1,0,0,1,716.12,2015.4,1998.4,36398,29575,29747
55,0,1,0,0,0,3,701.03,694.26,462.95,6149.4,6319.3,4505.7
20,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
50,1,0,0,0,0,2,122.56,67.123,67.344,7118.2,7698,7734.9
60,0,0,1,0,0,2,66.65,230.41,227.21,7692.8,6498.7,7070.1
55,0,0,1,0,0,3,702.28,658.68,647.28,6183.9,5921,5855.1
75,0,0,1,0,0,3,688.72,154.29,181.08,6104.4,2366.6,1419.5
35,0,0,0,1,0,1,1911.1,1911.1,1911.1,30053,30051,30053
25,0,1,0,0,0,3,701.02,565.97,322.28,6149.4,5430.1,3287
65,1,0,0,0,0,1,821.07,724.67,726.61,35898,36354,36353
75,0,0,1,0,0,3,688.8,167.31,168.11,6105.9,2461.9,1386.7
30,0,1,0,0,0,1,723.38,1935.9,1837.3,36365,30580,31210
10,1,0,0,0,0,1,1093.3,715.36,729.88,35359,36406,36325
40,0,0,1,0,0,3,700.73,142.3,188.78,6194.6,2286.5,1378.8
50,0,0,0,1,0,3,654,654,654,5909.6,5909.6,5909.6
15,1,0,0,0,0,3,519.27,700.39,705.92,4885.2,6153.7,6222.5
60,1,0,0,0,0,3,527.48,696.83,706.1,5007,6139,6226.6
10,0,0,0,0,1,3,701.02,701.02,701.02,6149.4,6149.4,6149.4
55,0,0,0,0,1,2,67.55,67.55,67.55,7707,7707,7707
45,0,0,0,1,0,3,341.56,341.56,341.56,3774.8,3774.8,3774.8
55,1,0,0,0,0,2,102.61,67.257,67.623,7329.2,7702.6,7722.5
45,0,0,1,0,0,2,66.017,216.33,242.79,7716.2,6252.7,6106.2
75,0,0,0,1,0,1,1031.2,1031.3,1031.3,34715,34711,34719
25,0,0,1,0,0,2,65.914,120.8,126.61,7741.7,7161.2,7068.9
85,0,1,0,0,0,3,701.03,714.51,647.99,6149.4,6318.1,5805.7
50,0,0,0,1,0,2,284.26,284.26,284.26,6359.4,6359.3,6359.4
25,1,0,0,0,0,3,212.47,691.65,712.43,2202.1,6025,6352.2
60,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
90,0,0,1,0,0,2,68.488,77.834,77.112,7698.7,7605.4,7610.2
30,0,1,0,0,0,2,67.552,102.54,115.14,7707,7386.4,7219.9
20,0,0,1,0,0,1,707.22,2640.9,2629.3,36445,26309,26512
25,0,0,0,1,0,2,212.91,212.91,212.91,6193.5,6193.5,6193.5
90,0,0,0,1,0,3,678.96,678.96,678.96,6053.2,6053.3,6053.2
15,0,0,0,1,0,1,859.5,859.5,859.5,35970,35969,35971
70,0,0,0,1,0,3,573.07,573.07,573.07,5425.6,5425.6,5425.6
60,0,1,0,0,0,2,67.551,183.32,168.95,7707.1,6494.3,7087.9
40,0,1,0,0,0,3,701.03,582.03,283.15,6149.4,5561.8,3028.5
70,1,0,0,0,0,2,92.398,67.349,68.165,7442.9,7704,7711.1
60,0,0,0,0,1,2,67.549,67.549,67.549,7707,7707,7707
65,0,0,1,0,0,3,700.27,588.49,518.19,6196.2,5495.1,4999.8
30,1,0,0,0,0,2,263.76,68.346,62.946,5793.8,7623.6,7842
40,0,0,1,0,0,2,65.744,265.7,290.47,7709.4,5854.3,5985.5
15,1,0,0,0,0,1,1062.9,716.91,729.07,35322,36396,36333
30,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
50,1,0,0,0,0,2,220.49,67.96,65.687,6810.4,7625.6,7772.3
45,0,0,0,0,1,2,67.55,67.55,67.55,7707,7707,7707
25,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
40,0,1,0,0,0,3,701.03,702.11,575.2,6149.4,6292.9,5292.2
40,0,0,0,1,0,1,1729.6,1729.6,1729.6,31020,31020,31017
15,0,0,0,1,0,2,233.31,233.31,233.31,6017.9,6017.9,6017.9
50,0,1,0,0,0,1,723.39,759.77,836.04,36365,36299,35800
20,0,0,0,1,0,3,74.641,74.641,74.642,895.94,895.94,895.94
20,1,0,0,0,0,2,219.62,66.624,64.247,6078.7,7680.4,7817.1
70,0,0,0,1,0,1,781.71,781.7,781.7,36086,36085,36088
30,0,0,0,1,0,1,1978.6,1978.6,1978.6,29917,29918,29913
20,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
50,0,0,0,1,0,1,877.98,877.99,877.99,35698,35698,35698
50,1,0,0,0,0,1,1240.4,713.61,734.32,33603,36413,36303
55,0,0,1,0,0,1,727.1,846.31,868.31,36344,35820,35701
45,0,0,0,1,0,3,39.61,39.61,39.61,1105.1,1105.1,1105.1
30,1,0,0,0,0,2,314.9,70.965,60.999,6008.8,7553.6,7860.9
15,0,0,0,1,0,3,528.82,528.82,528.82,5021.4,5021.4,5021.4
75,0,0,0,1,0,3,677.87,677.87,677.87,6051.7,6051.7,6051.7
20,0,0,0,1,0,3,349.04,349.04,349.04,3790,3790,3790
30,0,0,1,0,0,3,703.06,646.68,637.76,6187.5,5820.8,5764.9
15,1,0,0,0,0,1,1461,710.93,732.03,33792,36427,36315
90,1,0,0,0,0,3,478.97,675.36,706.61,4672.2,5962.7,6258.5
15,0,0,0,1,0,2,159.46,159.46,159.46,6780.6,6780.6,6780.6
65,0,0,0,1,0,1,790.89,790.87,790.88,36051,36052,36050
40,0,1,0,0,0,3,701.03,313.15,388.07,6149.4,3548.4,2840.6
30,0,0,1,0,0,2,64.444,261.8,300.91,7740.5,5760.9,5396.4
35,0,0,0,1,0,3,186.65,186.65,186.65,2622.3,2622.3,2622.3
35,0,1,0,0,0,2,67.552,100.54,111.56,7707.3,7395.8,7259.6
90,0,1,0,0,0,2,67.549,174.61,134.15,7707,6758.9,7850.6
55,0,1,0,0,0,1,723.38,786.91,865.58,36364,36189,35634
85,0,0,0,1,0,2,186.47,186.47,186.47,7142.6,7142.6,7142.6
70,0,0,1,0,0,3,701.19,668.3,657.43,6173.7,5986.8,5923.3
30,1,0,0,0,0,3,511.3,700.13,706.24,4861.5,6158.7,6227.5
15,0,0,1,0,0,3,703.07,93.952,198.65,6214.3,1876.3,1134.7
75,0,0,0,0,1,2,67.549,67.549,67.549,7707,7707,7707
60,0,0,0,1,0,2,113.8,113.8,113.8,7221.8,7221.7,7221.7
60,1,0,0,0,0,2,186.15,66.413,67.832,6835.6,7663.7,7745.7
10,0,0,0,1,0,1,2611,2611,2611,29483,29483,29483
85,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
30,0,1,0,0,0,1,723.38,1023.1,1240.3,36365,35886,33748
70,0,1,0,0,0,3,701.03,624.78,282.98,6149.4,5879.2,3122.5
45,1,0,0,0,0,1,804.29,723.52,725.17,36029,36361,36358
50,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
20,0,0,0,1,0,1,2814.8,2814.8,2814.8,25269,25267,25272
70,0,0,0,1,0,1,884.83,884.8,884.81,35560,35559,35562
75,0,1,0,0,0,3,701.03,716.72,634.89,6149.4,6349.5,5718.9
40,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
20,0,0,0,1,0,3,656.13,656.13,656.13,5875.3,5875.3,5875.3
20,0,0,0,1,0,3,641.23,641.23,641.23,5781.6,5781.6,5781.6
40,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
10,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
80,0,0,0,0,1,1,723.37,723.37,723.37,36364,36364,36364
55,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
80,0,0,0,1,0,3,672.23,672.23,672.23,6023.8,6023.8,6023.8
55,0,1,0,0,0,1,723.38,746.07,797.1,36364,36316,35993
25,0,0,1,0,0,3,703.06,644.64,636.7,6186.2,5800.2,5748.4
70,0,0,1,0,0,1,727.99,1076,1032.2,36334,34472,34741
85,0,0,0,1,0,3,660.55,660.55,660.55,5961.3,5961.3,5961.3
70,0,0,0,0,1,2,67.549,67.549,67.549,7707,7707,7707
90,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
15,0,1,0,0,0,3,701.02,669.84,595.59,6149.4,6021.6,5391.4
45,0,0,0,1,0,3,651.56,651.56,651.56,5889.7,5889.7,5889.7
90,0,0,0,1,0,1,878.57,878.59,878.58,35523,35523,35522
90,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
15,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
55,0,0,0,1,0,3,630.56,630.56,630.56,5777.8,5777.8,5777.8
80,0,0,0,1,0,1,974.42,974.4,974.41,35015,35016,35011
35,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
60,0,1,0,0,0,2,67.551,234.5,197.28,7707.1,6104.9,7650.3
15,1,0,0,0,0,3,635.91,701.18,702.79,5709.3,6157.7,6174.4
70,1,0,0,0,0,3,220.12,689.69,701.06,2477.6,6012.6,6262.8
65,0,0,0,1,0,3,662.42,662.42,662.42,5968.6,5968.6,5968.6
75,0,1,0,0,0,2,67.55,84.784,85.192,7707,7522.7,7541.6
65,0,0,0,1,0,1,915.54,915.52,915.53,35426,35428,35420
45,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
60,0,0,1,0,0,1,726.36,1213,1170.9,36343,33747,34029
25,0,0,0,1,0,1,1311.5,1311.5,1311.5,34177,34177,34177
80,1,0,0,0,0,3,678.25,698.36,703.34,6032.4,6139.9,6171.7
35,1,0,0,0,0,3,337.88,696.62,709.43,3572.5,6114.2,6290.8
20,0,0,1,0,0,1,723.52,900.58,914.39,36361,35798,35758
70,0,1,0,0,0,3,701.03,716.8,629.6,6149.4,6355.5,5682.9
75,0,1,0,0,0,1,723.43,751.14,770.75,36365,36251,36114
10,1,0,0,0,0,1,3456.9,695.69,709.96,21864,36539,36412
70,1,0,0,0,0,2,171.63,64.563,69.755,7185.7,7686.6,7713.8
70,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
40,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
80,0,0,1,0,0,1,727.72,779.67,783.7,36341,36082,36058
50,0,0,0,1,0,1,795.2,795.2,795.2,36062,36062,36062
10,0,0,1,0,0,2,65.066,132.3,136.52,7758.6,7057,6986.6
80,0,1,0,0,0,1,723.34,762.69,776.36,36366,36191,36077
90,0,0,0,1,0,2,77.996,77.996,77.996,7603,7603,7603
85,0,0,0,1,0,1,757.62,757.62,757.62,36189,36189,36189
55,0,1,0,0,0,2,67.552,194.14,180.85,7707.1,6383.4,6996.1
55,1,0,0,0,0,3,616.5,699.63,704.16,5628.3,6159,6189.7
15,0,0,1,0,0,2,61.812,495.13,536.21,7755.1,3820.4,4330.3
20,0,0,0,1,0,2,407.37,407.37,407.37,4321.8,4321.9,4321.8
50,0,0,1,0,0,1,725.61,1297.9,1339.9,36348,33427,33071
60,1,0,0,0,0,2,192.69,66.401,67.579,7043.4,7655.3,7742.3
75,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
10,1,0,0,0,0,1,874.87,719.41,726.97,35952,36386,36342
60,0,0,0,1,0,3,634.64,634.64,634.64,5806.9,5806.9,5806.9
65,0,1,0,0,0,3,701.03,717.54,586.21,6149.4,6403.3,5386.6
10,0,0,0,0,1,2,67.551,67.551,67.551,7707,7707,7707
80,0,0,1,0,0,1,725.82,753.09,754.4,36352,36217,36210
60,0,0,1,0,0,2,67.479,110.18,115.88,7715.2,7271.6,7183.6
20,0,0,1,0,0,3,702.66,109.28,198.81,6209.2,2022,1241.8
30,1,0,0,0,0,1,833.34,722.17,725.68,35962,36370,36354
85,0,0,1,0,0,3,699.76,679.94,669.62,6158.3,6057.2,5990.6
85,1,0,0,0,0,2,82.783,67.439,68.693,7550.8,7705.8,7700.2
75,0,0,0,0,1,1,723.37,723.37,723.37,36364,36364,36364
85,1,0,0,0,0,1,754.18,724.53,725.38,36207,36357,36355
85,0,1,0,0,0,2,67.549,87.533,84.288,7707,7494.4,7563.7
65,0,0,1,0,0,3,701.45,645.06,622.35,6186.6,5848.2,5704.6
65,1,0,0,0,0,1,1023.3,717.8,736.27,34756,36386,36301
15,0,0,1,0,0,1,723.28,860.18,863.8,36362,35953,35958
85,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
85,0,1,0,0,0,2,67.549,184.24,143.15,7707,6671.6,7855.8
30,0,1,0,0,0,1,723.38,1943.8,1836.1,36365,30492,31274
55,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
90,0,0,1,0,0,1,732.11,883.43,838.8,36310,35487,35741
65,0,0,1,0,0,3,701.6,664.86,653.7,6177.8,5964.1,5899.7
85,1,0,0,0,0,1,867.69,714.57,741.65,35574,36403,36268
25,0,0,1,0,0,2,63.834,332.76,374.89,7738.2,5113.7,4979
75,0,0,0,1,0,3,584.15,584.15,584.15,5499.6,5499.6,5499.6
50,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
40,0,0,1,0,0,2,65.604,230.03,260.48,7722.2,6104.9,5901.4
25,0,0,1,0,0,1,724.02,837.86,845.01,36359,35973,35952
35,0,1,0,0,0,2,67.552,244.64,238.57,7707.3,5917.6,6470.8
60,1,0,0,0,0,2,174.4,66.521,67.971,6779.9,7673,7744.5
15,0,1,0,0,0,2,67.553,96.474,112.44,7706.9,7459.1,7238.7
75,0,0,0,1,0,1,952.95,952.98,952.96,35150,35147,35153
55,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
35,1,0,0,0,0,1,1586.8,711.16,729.92,31771,36435,36318
15,0,0,0,1,0,2,360.5,360.5,360.5,4644.7,4644.7,4644.7
35,1,0,0,0,0,1,823.3,722.69,725.49,35981,36369,36352
75,0,0,1,0,0,2,67.638,172.51,176.75,7697.5,6813.2,6994.9
65,0,0,1,0,0,2,67.014,194.15,202.49,7699.4,6601,6802.3
35,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
85,1,0,0,0,0,2,104.41,66.728,70.595,7350.2,7708.2,7687.9
85,0,1,0,0,0,3,701.03,567.04,229.32,6149.4,5461.2,2558.8
55,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
35,0,0,0,1,0,2,361.68,361.68,361.68,5659.8,5659.4,5659.7
20,1,0,0,0,0,1,911.21,720.06,727.03,35751,36379,36345
45,0,1,0,0,0,3,701.03,486.39,248.93,6149.4,4860.2,2376.8
80,0,0,0,1,0,3,263.87,263.87,263.87,3195.6,3195.6,3195.6
40,0,1,0,0,0,2,67.55,230.72,222.32,7707.4,6034.1,6632.8
90,0,0,0,0,1,2,67.548,67.548,67.548,7707,7707,7707
15,0,0,0,1,0,1,1461.8,1461.8,1461.8,34049,34048,34050
60,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
30,0,0,0,1,0,2,396.68,396.68,396.68,5319.5,5319.4,5319.5
35,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
70,0,0,0,1,0,2,87.092,87.092,87.092,7501.8,7501.7,7501.8
70,0,0,0,0,1,2,67.549,67.549,67.549,7707,7707,7707
75,0,0,0,0,1,2,67.549,67.549,67.549,7707,7707,7707
25,0,0,0,0,1,2,67.551,67.551,67.551,7707,7707,7707
65,0,1,0,0,0,1,723.34,1056.4,1020,36365,34748,34799
10,0,0,1,0,0,1,717.37,1493.4,1598.9,36387,34160,33795
85,1,0,0,0,0,2,127.35,64.984,72.906,7206.7,7718,7671.2
70,1,0,0,0,0,2,171.74,64.535,69.737,7200.6,7686.5,7713.6
70,0,0,0,1,0,3,665.58,665.58,665.58,5987.8,5987.8,5987.8
80,0,0,1,0,0,2,68.936,112.62,115.6,7696.6,7267,7228.5
40,1,0,0,0,0,1,1104.8,720.18,729.88,34616,36383,36327
45,0,1,0,0,0,2,67.553,88.567,96.032,7707.1,7494.3,7419
90,0,1,0,0,0,2,67.549,98.878,89.821,7707,7378.6,7550.3
25,0,1,0,0,0,3,701.02,306.93,394.27,6149.4,3501.9,2880.8
65,0,0,0,1,0,3,25.725,25.725,25.725,1173.4,1173.5,1173.5
10,0,0,0,0,1,2,67.551,67.551,67.551,7707,7707,7707
35,0,1,0,0,0,1,723.42,763.53,888.21,36365,36391,35566
45,0,0,0,1,0,2,128.5,128.5,128.5,7066.6,7066.4,7066.6
55,1,0,0,0,0,3,260.23,692.7,707.55,2957.9,6065.6,6296
75,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
45,0,0,1,0,0,3,701.23,312.6,114.31,6206.9,3543.5,1895.8
75,1,0,0,0,0,2,98.219,67.221,68.705,7387.7,7703.8,7707.3
85,0,0,1,0,0,2,67.908,178.25,168.62,7696.2,6996.7,7452.3
90,1,0,0,0,0,2,144.39,59.741,78.523,7381.9,7769.4,7613.1
85,0,0,1,0,0,1,732.04,858.31,857.54,36315,35647,35632
80,0,0,1,0,0,1,729.75,967.5,925.61,36324,35041,35290
90,0,0,1,0,0,2,69.661,170.31,160.14,7686.5,7070.2,7494.6
50,0,0,0,0,1,2,67.55,67.55,67.55,7707,7707,7707
60,0,0,0,1,0,2,199.78,199.78,199.78,6466.1,6466,6466
70,0,1,0,0,0,2,67.55,81.772,83.501,7707,7554.2,7552.9
15,0,0,0,1,0,2,114.5,114.5,114.5,7226.8,7226.8,7226.8
25,1,0,0,0,0,2,286.1,68.4,62.007,5517.6,7619.2,7864.6
65,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
70,0,0,0,0,1,2,67.549,67.549,67.549,7707,7707,7707
70,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
35,1,0,0,0,0,2,267.4,69.076,63.038,6039.1,7602.2,7832.4
30,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
40,1,0,0,0,0,1,1446.6,712.27,731.72,32511,36428,36311
40,0,1,0,0,0,1,723.42,1274.8,1367.5,36365,34347,32929
40,0,0,1,0,0,2,65.8,168.35,190.66,7736,6683.1,6387.6
50,0,0,0,0,1,3,701.03,701.03,701.03,6149.4,6149.4,6149.4
15,0,1,0,0,0,3,701.02,458.7,310.24,6149.4,4649,2867.2
65,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
80,0,0,0,1,0,2,116.44,116.44,116.44,7221.5,7221.5,7221.5
20,0,0,0,0,1,2,67.551,67.551,67.551,7707,7707,7707
60,0,1,0,0,0,1,723.38,1191.2,1083,36365,33970,34610
45,0,0,1,0,0,1,722.66,1510.1,1472.7,36363,32192,32480
35,0,0,1,0,0,3,702.73,305.59,120.1,6217.9,3490.1,1920.4
55,1,0,0,0,0,1,1161.5,714.2,735.44,34019,36407,36299
70,0,1,0,0,0,2,67.55,210.75,172.05,7707,6368.5,7738.9
10,0,1,0,0,0,2,67.554,110.15,129.8,7706.9,7376.2,7056.9
35,0,0,0,1,0,3,49.871,49.871,49.871,1051.5,1051.5,1051.5
10,0,0,1,0,0,2,58.888,566.58,611.29,7812,3025,3327.9
75,0,0,0,0,1,1,723.37,723.37,723.37,36364,36364,36364
65,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
55,0,0,0,0,1,1,723.38,723.38,723.38,36364,36364,36364
55,0,0,1,0,0,3,697.76,143.99,191.99,6172.3,2295.9,1430.1
45,0,0,0,1,0,1,898.46,898.46,898.46,35637,35637,35637
